CompNameCommon,Address,PostalCode,Province,City,Contact,Email,PhoneMain,CompWCBNumber,PermanentlyClosedFlag,CompNameAlias,CompNameLegal,HasActiveHCP,AddressText
Jim Gnidziejko Construction,950 Hwy 26,,MB,St Francois Xavier,Jim Gnidziejko,jimmyg864@mts.net,771-4377,,,,,FALSE,950 Hwy 26
Jim Harris Trailers,,,MB,,Richard Hillis,,204-728-7207,,,,,FALSE,
Jim Henry Construction,267 1st Ave SW,R0J 1A0,MB,Minnedosa,Jim Henry,,204-867-5367,,,,,FALSE,267 1st Ave SW
Jim Hess Industries Ltd,1 mile north of Ochre River on Hwy 20 Suite SE 21-24-17RM of Ochre River,R0L 1K0,MB,Ochre River,Liza Hess,,204-733-2611,1069442,,,,FALSE,1 mile north of Ochre River on Hwy 20 Suite SE 21-24-17RM of Ochre River
Jim Klause Enterprise Ltd,,,MB,,Jim Klause,jim@klause.com,204-223-4567,,,,,FALSE,
Jim McKay Cabs,21 2nd Ave,R8A 1G4,MB,Flin Flon,Jim McKay,,271-0569,156316-2,,,,FALSE,21 2nd Ave
Jim Olfrey Hauling Ltd,5 Frechette St,R9A 1T3,MB,The Pas,Jim Olfrey,,623-7574,,,,,FALSE,5 Frechette St
Jim Pattison Subaru,,,MB,,,,,,,JP Subaru,,FALSE,
Jim Pattison Subaru,,,MB,,,,,,,JP Subaru,,FALSE,
Jim Pattison Toyota,1695 Sargent Ave,R3H 0C4,MB,Winnipeg,,,774-1357,0781666,,JP Toyota,,FALSE,1695 Sargent Ave
Jim Saley & Sons,,,MB,,,,,,,,,FALSE,
Jim Scott,,R0J 1B0,MB,Mccreary,,,835-2600,,,,,FALSE,
Jim Semenchuk,865 Tache Ave,,MB,Winnipeg,Claude Jeanson,admin@cladanelectric.com,204-505-2005; Cell 204-227-6584,,,,,FALSE,865 Tache Ave
Jim's Auto,,R0J 1V0,MB,Rossburn,Jim Saley,,204-773-0073,,,,,FALSE,
Jim's Custom Doors & Windows,110 Callinan St,R8A 1N4,MB,Flin Flon,Jim Mote (Owner),jimscdw@mts.net,204-687-7071,1307933,,,4001303 Manitoba Ltd,FALSE,110 Callinan St
Jim's Drywall,,,MB,,,,,,,,,FALSE,
Jim's Drywall,,,MB,,,,,,,,,FALSE,
Jimy Dueck Construction,73132 Joseph St,,MB,Selkirk,Jimy Dueck,jimydueck@gmail.com,204-898-4274,,,,,FALSE,73132 Joseph St
Jireh's Bistro,,,MB,,,,,,,,,FALSE,
JJE Contracting Ltd.,,,MB,,,,,1587294,,,,FALSE,
JJEB Enterprises Ltd,,R0G 0Z0,MB,Horndean,John Dueck,,1-204-829-3324,1391788,,,,FALSE,
JK Advantage Interiors,,,MB,,,,,,,,,FALSE,
JK Advantage Interiors,,,MB,,,,,,,,,FALSE,
JK Homes & Building Enterprises Ltd.,,,MB,,,,,2298602,,,,FALSE,
JKL Enterprises Ltd,555 King Edward St,R3H 0N9,MB,Winnipeg,,jkl@pangea.ca,954-7530,6105753,,,,FALSE,555 King Edward St
JLA Construction,,,MB,Winnipeg,"Jason Araujo, Owner",jason.jla@hotmail.com,669.1725,,,,,FALSE,
"JLC Construction, Roofing and Renovations",576 River Road,R1A 2T4,MB,Lockport,Jai Chomiak,,204-293-9108,,,,,FALSE,576 River Road
JLKC Homes,,,MB,Steinbach,Abe Friesen,jlkcholding@gmail.com,371-0362,,,,,FALSE,
JLS Construction,,R0C 3G0,MB,,"Brad Skawretko, Owner",,204-641-3919,1597988,,,Brad Skawretko,FALSE,
JLTS Management Services Company Ltd,152 Brandt St,R5G 0R0,MB,Steinbach,Hellen Friesen,,1-204-326-3445,1479781,,,,FALSE,152 Brandt St
JLV Enterprises Inc.,,,MB,,,,,,,,J.L.V. Hauling Ltd.,FALSE,
JLX Construction,,,MB,,,,,,,,,FALSE,
JM Best Farms Ltd,,,MB,,,,,,,,,FALSE,
JM Truck and Trailer Repair Ltd.,,,MB,,,,,,,,,FALSE,
J-Mac Power & Data,,,MB,,,,,,,,,FALSE,
J-Mac Power & Data,,,MB,,,,,,,,,FALSE,
J-Man Electric,,,MB,,,,,,,,,FALSE,
J-Max Auto Service,614 Lorette Ave,R3M 1T1,MB,Winnipeg,Jon & Joel Semcuk,,204-475-9000,0965327,,,,FALSE,614 Lorette Ave
JMD Development,5 River Oak Cres,R1A 2V7,MB,St Andrews,,,955-1620,,,Neil Seth,,FALSE,5 River Oak Cres
JMJ Fashions Inc,365 Bannatyne Ave Suite 2,R3A 0E5,MB,Winnipeg,,,942-0252,1129683,,,,FALSE,365 Bannatyne Ave Suite 2
JMK Construction Ltd,454 Dufferin Ave,R2G 0Y8,MB,Winnipeg,,,668-2998,1067503,,,,FALSE,454 Dufferin Ave
JML Construction and Roofing Inc,95 DonValley Parkway,R2C 2Z2,MB,Winnipeg,Jeff Lepage,jeff@jmlrenovations.ca,668-1861; cell:  794-8339,1321124,,,,FALSE,95 DonValley Parkway
JML Roofing and Renovations,95 Don Valley Parkway,R2C 2Z2,MB,Winnipeg,Trevor Gray,trevor@jmlrenovations.ca,204-668-1861,1321124,,,,FALSE,95 Don Valley Parkway
JML Roofing and Renovations,95 Don Valley Parkway,R2C 2Z2,MB,Winnipeg,Trevor Gray,trevor@jmlrenovations.ca,204-668-1861,1321124,,,,FALSE,95 Don Valley Parkway
JMX Contracting Inc.,130 Ram Forest Road,L0H 1G0,ON,Gormley,Nora Flemming,admin@jmxcontracting.com,(905) 841-2224,2032621,,,,FALSE,130 Ram Forest Road
JMX Environmental and Demolotion,130 Ram Forest Road,L0H 1G0,ON,Gormley,Chris Dunn ((204) 881-3507),chris.dunn@jmxcontracting.com,,,,,,FALSE,130 Ram Forest Road
J-Nor Construction Inc,,,MB,,Norman or Jonathan Wiebe (Owners),jnornorm@yahoo.com,"204-332-0531 (Office), 204-362-6628 (Norman), or 204-829-7770 (Jon)",1625391,,,"Norman Peter Wiebe, Jonathan David Wiebe",FALSE,
JNR Construction Ltd,50 Swan Creek Drive,R0C 1Y0,MB,Lundar,Brad Sewell (HSE Manager),bsewell@sigfusson.ca,204-594-1132 or 204-739-3811 (Cell),206094,,J S Sigfusson & Sons Ltd,Sigfusson Northern Ltd,FALSE,50 Swan Creek Drive
JNS Construction Ltd.,,,MB,,,,,,,,,FALSE,
Jo-Brook Firearms,C 909 24th Street,R7B 1Y5,MB,Brandon,Travis,sales@jobrookbrandon.com,204-727-3552,123248,,,Jo Brook Enterprises Ltd/Pro Line Distributors,FALSE,C 909 24th Street
Jocelyn House Hospice,177 Egerton Road,R2M 2W7,MB,Winnipeg,"Margaret Hougen, Executive Director; Brranda Dozenko Facility Registered Nourse",mhaugen@jocelynhouse.ca,255-1781 ext 230,0918391,,,Jocelyn House Inc,FALSE,177 Egerton Road
JOCRI Windows and Doors Manufacturing.,,,MB,,,,,,,,,FALSE,
Jody's Welding,,R0M 0Z0,MB,Kenton,Jody Airey,,204-838-2433; 851-0676,,,,,FALSE,
Joe Beeverz,1300 18th St Suite 20,R7A 6X7,MB,Brandon,,,204-726.5637,,,,,FALSE,1300 18th St Suite 20
Joe Black Coffee Bar,2037 Portage Ave,R3J 0K6,MB,Winnipeg,Danielle Correia,info@JoeBlackCoffee.ca,415-1660 cel. 794-7203,1613512,,,Joe Black Coffee Bar Ltd.,FALSE,2037 Portage Ave
Joe Gagnon,,,MB,,Joe Gagnon,,204-588-8031,,,,,FALSE,
Joe Holland Inc,780 Autumnwood Drive,R2J 1B9,MB,Winnipeg,Art Brown,,694-8112,1055060,,,,FALSE,780 Autumnwood Drive
Joe Jannsen Construction,Lot 26 River Road,R3C 2E4,MB,St Andrews,,,338-9466,1597640,,,,FALSE,Lot 26 River Road
Joe Johnson Equipment,2521 Bowman St,L9S 3V6,ON,Barrie,Corey Flannagan,,(705) 794-7848 or 708-733-7700,,,,,FALSE,2521 Bowman St
Joe Marynewich Construction,,R0E 0C0,MB,Beausejour,,,268-1229,,,,,FALSE,
Joel K. Roofing,,,MB,,,,,2010379,,,Kanneth Joel Kolomyja,FALSE,
JoePlo Const.,36 Wilkes Ave,R8A 0A3,MB,Flin Flon,Joe Ploschenski,,687-0082,148941-8,,,,FALSE,36 Wilkes Ave
Joe's Quality Concrete,325 Rupertsland Ave,R2V 0J7,MB,Winnipeg,,,,1073477,,,,FALSE,325 Rupertsland Ave
Joe's Window Cleaning,165 Eade Cres,R2G 0R6,MB,Winnipeg,,,663-0176,9348558,,,,FALSE,165 Eade Cres
Joey Kenaston Grill Lounge,1550 Kenaston Blvd,R3P 0Y4,MB,Winnipeg,"Bret Olson, General Manager",,477-5639,,,Joey's Grill lounge Patio,,FALSE,1550 Kenaston Blvd
Joey Polo Park Grill Lounge,635 St. James St,R3G 3R4,MB,Winnipeg,"Mark Treen, Regional Manager",mtreen@joeysrestaurant.com,339-5639,,,,,FALSE,635 St. James St
Joey's Only Seafood Restaurant,584 Pembina Hwy Suite 19,R3M 2X7,MB,Winnipeg,Allen Kaplen,,268-3431 cel 228-7387,1523836,,,5475432 Manitoba Ltd,FALSE,584 Pembina Hwy Suite 19
Joey's Only Seafood Restaurant,3421 Portage Ave Suite 4B,R3K 2C9,MB,Winnipeg,"Brenda, Supervisor",,889-0346,1171651,,,3069843 Manitoba Ltd,FALSE,3421 Portage Ave Suite 4B
Joey's Only Seafood Restaurant,,,MB,,,,,,,,,FALSE,
Joey's Only Seafood Restaurant,1212 18th St,R7A 5C3,MB,Brandon,Sharlene Mosiondz & Jerry Morgan,,204-729-3700,,,,,FALSE,1212 18th St
Johann Straub,,R5G 1R5,MB,Steinbach,Johann Straub,,320-9791,,,,,FALSE,
Johan's Construction Ltd,,R0G 0H0,MB,Carman,Johan Lok,jplok@mts.net,745-6516,1427343,,,Johan Lok,FALSE,
Johlene Properties,447 College Ave,R2W 1M6,MB,Winnipeg,,,,,,,,FALSE,447 College Ave
Joh-Mar Fibreglass Ltd,214 Hatcher Road E,R2C 2X5,MB,Winnipeg,Jeff Johnson,,233-2799,1348143,,Joh Mar Fiberglass 1922 Ltd,,FALSE,214 Hatcher Road E
John A Flanders Limited,55 Nassau St N,R3L 2G8,MB,Winnipeg,,,,0955013,,Flanders Real Estate Ltd,,FALSE,55 Nassau St N
John Albert Ducharme,520 Grassie Blvd,R3W 1S5,MB,Winnipeg,,,,,,,,FALSE,520 Grassie Blvd
John Basaraba Construction,,,MB,,,,,1210673,,,,FALSE,
John Basaraba Construction,,,MB,,John Basaraba,,204-223-1327,1210673,,,,FALSE,
John Botelho Co Ltd,660 Ross Ave,R3E 1C6,MB,Winnipeg,,,772-0072,,,,,FALSE,660 Ross Ave
John Brooks Company Ltd,1421 St James St Suite 11,R3H 0Y9,MB,Winnipeg,,,,0991612,,,,FALSE,1421 St James St Suite 11
John Brown Landscaping,Pleasant Road,,MB,Anola,John Brown,jblandscaping@mts.net,793-4964,,,,,FALSE,Pleasant Road
John Byman,Group 10 RR1C,R3C 2E8,MB,Winnipeg,,,338-7131,,,,,FALSE,Group 10 RR1C
John Construction & Landscaping,36 1st Ave NW,R0J 1E0,MB,Minnedosa,,,,1055334,,,,FALSE,36 1st Ave NW
John Coulter General Contractor Ltd,,R0M 2C0,MB,Virden,John Coulter,,204-748-3227,,,,,FALSE,
John Deere Canada,,,MB,,,,,,,,,FALSE,
John Dick's Landscaping & Lawn Care,,,MB,,John Dick (Owner),landscapingwinnipeg@shaw.ca,204-291-7778,,,,,FALSE,
John E. Robbins Library,270 18th St,R7A 2H4,MB,Brandon,,,727-9723,140434,,,,FALSE,270 18th St
John Henry Creations,,,MB,,,,,,,,,FALSE,
John Henry Roofing Ltd,23 Budden Drive,R2K 4C5,MB,Winnipeg,Henry Siemans,mhsiemans@shaw.ca,204-792-3654,0961797,,,,FALSE,23 Budden Drive
John Hildebrand,,R0G 1R0,MB,Plum Coulee,,,829-3258,,,,,FALSE,
John Hodgins,,R0M 1M0,MB,Miniota,Joh Hodgins,,204-567-3740,1074020,,,,FALSE,
John Howard Society Of Manitoba,583 Ellice Ave,R3B 1Z7,MB,Winnipeg,,,,0851709,,,,FALSE,583 Ellice Ave
John Hrynkiw,78 Elmdale Blvd,R7B 1B8,MB,Brandon,,,727-8846,,,,,FALSE,78 Elmdale Blvd
John Koback,,R0J 0X0,MB,Inglis,,,564-2455,,,,,FALSE,
John Krahn Construction,Group 39 RR 1,R6W 4E1,MB,Winkler,,,,1081603,,,,FALSE,Group 39 RR 1
John L. Norget & Co. Ltd.,,,MB,,,,,,,,,FALSE,
John Lahaie-,329 St.Annes Road Suite 602,,MB,Winnipeg,John Lahaie,,cell 204-510-9018h.-204-255-1717,,,,,FALSE,329 St.Annes Road Suite 602
John Martens Construction,29029 Road 24N,R0A 0R0,MB,Grunthal,John Martens,john_martens79@yahoo.ca,204-346-2861,1138783,,,,FALSE,29029 Road 24N
John Martens Construction,,R0A 0X0,MB,Landmark,John Martens,martensjk@hotmail.com,204-346-3374,1138783,,,,FALSE,
John Martins Construction,Suite Box 496,R0A 0X0,MB,Landmark,Evan Glacier - Supervisor,N/A,204-688-0767,,,,,FALSE,Suite Box 496
John Miller & Sons Ltd,871 Notre Dame Ave,R3E 0M4,MB,Winnipeg,,,,0166496,,,,FALSE,871 Notre Dame Ave
John Minski & Sons Ltd,180 Roosevelt Place,R2M 1M5,MB,Winnipeg,,,,04511831,,,John Minski Landscaping,FALSE,180 Roosevelt Place
John Neufeld Carpentry,356 Emerson St,,MB,Winnipeg,John Neufeld,,neufej@shaw.ca,,,,,FALSE,356 Emerson St
John P Enns Construction Ltd,,R0G 0B0,MB,Altona,,,,0377093,,,,FALSE,
John Penner,153 Chalmers St,R6W 1M2,MB,Schanzenfeld,John Penner,,204-362-1178,,,,,FALSE,153 Chalmers St
John Reimer Const Ltd,,,MB,,John Reimer (Owner),reimerj@gmail.com,204-381-2456,1196351,,,John Reimer Const Ltd,FALSE,
John Skoglund Construction,,R0J 1E0,MB,Minnedosa,,,,1055334,,,,FALSE,
John Stephanovitch,38 Camelot Court,R2C 0Z7,MB,Winnipeg,John Stephanovitch,,502-3313,,,,,FALSE,38 Camelot Court
John Stobart,,,MB,,,,,,,,,FALSE,
John Sturley,Green St,R8A 0P9,MB,Flin Flon,John Sturley,,687.7806,,,,3452825 Manitoba Ltd,FALSE,Green St
John Toews,,R0E 2G0,MB,Whitemouth,,,348-7631,,,,,FALSE,
John Tucker Trucking Ltd,425 PTH # 5 NW 4-24-14 RM of Ste Rose du Lac,R0L 1S0,MB,Ste Rose Du Lac,John Tucker,,204-447-2223,,,,,FALSE,425 PTH # 5 NW 4-24-14 RM of Ste Rose du Lac
John U Neufeld,51 Ash St,,MB,Mitchell,,,,9910457,,,,FALSE,51 Ash St
John Unrau Construction,148 Woodlawn Ave,R2M 2P4,MB,Winnipeg,John Unrau,,256-3749,1283183,,,,FALSE,148 Woodlawn Ave
John Yarish Construction,,,MB,Grandview,,,,9991061,,,,FALSE,
Johnâ€™s Plumbing Heating Air Conditioning,,,MB,,,,,,,,,FALSE,
Johner's Ltd,551 Century St,R3H 0L8,MB,Winnipeg,,,,0467019,,,Vampire Stake Company,FALSE,551 Century St
Johnhil Construction,,,MB,,,,,,,John Daryl Gano,,FALSE,
Johnny Fries Concession Trailer,,,MB,,,,,,,,,FALSE,
Johnny G's,177 McDermot St,R3B 0S1,MB,Winnipeg,Johnny Giannakis (Owner),,204-942-6656,,,,,FALSE,177 McDermot St
Johnny Halabisky,,,MB,,,,,,,,,FALSE,
Johnny's Confectionery & Sporting Centre,177 Green St,R8A 0G5,MB,Flin Flon,,,687-4793,0862573,,,,FALSE,177 Green St
Johnny's Maples Pizza,,,MB,,John Vagianos,,204-633-2718,0753848,,,,FALSE,
Johnnys Plumbing,,R0L 1S0,MB,Ste Rose Du Lac,,,447-2758,,,,,FALSE,
Johns Backhoe Service,Box 241,R0A 0C0,MB,Blumenort,,,355-4866,,,,,FALSE,Box 241
John's Electric,140 Rosedale Ave,R0J 1H0,MB,Neepawa,Cyndi Newsome,,204-476-3391,706093,,,,FALSE,140 Rosedale Ave
Johns Paper and Wire,59 Laval St,R3T 2X8,MB,Winnipeg,Nate Johns - Owner,nfj@mts.net,204-979-0335,,,,,FALSE,59 Laval St
Johns Plumbing Heating Air-Conditioning Ltd,,,MB,,,,204-362-6396,,,,,FALSE,
John's Roofing,127 Northcliff Drive,,MB,Winnipeg,John Chmelnytzki,jacroofing@gmail.ca,204-995-2894,,,,,FALSE,127 Northcliff Drive
Johnson Bros Mfg Inc,47 Merit Cres,R2P 2W5,MB,West St Paul,Al Chin,,1-204-339-2532,1190115,,,,FALSE,47 Merit Cres
Johnson Builders,,R0K 1G0,MB,Killarney,,,,9991109,,,,FALSE,
Johnson Controls,62 Scurfield Blvd Suite 16,R3Y 1M5,MB,Winnipeg,,,,1764885,,,Johnson Controls Canada LP,FALSE,62 Scurfield Blvd Suite 16
Johnson Seeds,SW 4-23-2E,R0C 0A0,MB,Arborg,Keith Johnson,,204-376-5228,,,S.S. Johnson Farms Ltd.,,FALSE,SW 4-23-2E
Johnson Waste Management Ltd,195 Discovery Drive,R2R 0P6,MB,Winnipeg,Delores Krahn,dkrahn@jwm.mb.ca,452-0909,1322726,,,,FALSE,195 Discovery Drive
Johnson Welding Division,,R0K 0B0,MB,Baldur,,,,9991000,,,,FALSE,
Johnson's Janitorial,381 A Park Ave E,R7A 7A5,MB,Brandon,Rob Fetterly,,204-726-4265,1066687,,JCI,"K-Lea Holding Ltd, Kenchues Holding Ltd and Olejan Holding Ltd.",FALSE,381 A Park Ave E
Johnsons Plumbing & Service Ltd,941 B Erin St,R3G 2W6,MB,Winnipeg,,,786-4774,,,,,FALSE,941 B Erin St
Johnston Bros (Biscarth) Ltd,,R0J 0G0,MB,Binscarth,Jim Johnston,,,1070440,,,,FALSE,
Johnston Equipment Company Ltd,85 Keith Road,R3H 0H7,MB,Winnipeg,,,800-668-5586,984146,,GN Johnston Equipment Company Ltd or Raymond Johnston Equipment,GN Johnston Equipment Co Ltd/Equipement GN Johnston Ltee,FALSE,85 Keith Road
Johnston Group Inc.,,,MB,,"Natasha Donkersley, HR Manager",natasha.donkersley@johnstongroup.ca,204.774.6677,,,,,FALSE,
Johnston Industrial Plastics Limited,,,MB,,,,,470807,,,,FALSE,
Johnston Terminal Antique Mall,25 Forks Market,R3C 4S8,MB,Winnipeg,,,9565593,9910439,,,,FALSE,25 Forks Market
Joist Construction Ltd.,,,MB,,,,,2033462,,,,FALSE,
Jojo's Leisure Wear,102 Main St,R9A 1K2,MB,Flin Flon,Jojo Porier,,687-7717,,,,,FALSE,102 Main St
Jolibee Elice,,,MB,,,,,,,,,FALSE,
Jollibee,,,MB,,,,,,,,,FALSE,
Jolly Construction,,R0M 2E0,MB,Waskada,Sterling Jolly,,673-2515,0899914,,,,FALSE,
Jolly Miller Family Restaurant,,R0A 2A0,MB,Steinbach,,,,1046440,,,,FALSE,
Jon Voss Roofing,683 Waterloo St,,MB,Winnipeg,Jon Voss,jonearlvoss@gmail.com,791-7420,,,,,FALSE,683 Waterloo St
Jonah Perrick,,,MB,,,,,,,,,FALSE,
Jonasson Landscaping,,R0C 0A0,MB,Arborg,,,376-2926,,,,,FALSE,
Jones Apparel Group Canada Ltd,388 Applewood Cres,L4K 4B4,ON,Vaughan,Annabelle,,905-760-6105,1307800,,Jones Apparel Group Canada Ltd,Jones New York Factory Store,FALSE,388 Applewood Cres
Jones Jim Equipment Rentals,177 Corunna Ave W,R4B9A5,MB,Winnipeg,,,,1101344,,,,FALSE,177 Corunna Ave W
Jonespac Foods Ltd,150 A Saulteaux Cres,R3J 3W3,MB,Winnipeg,,,,0624775,,,,FALSE,150 A Saulteaux Cres
Jonnico Ltd,,R7N 3B3,MB,Dauphin,,,,0792176,,,,FALSE,
Jonnson Farm,Jonnson Road,,MB,Oakview,Thor Jonnson,,768-2422,,,,,FALSE,Jonnson Road
Jon's Window Cleaning,,R7A 6Y9,MB,Brandon,Jon Drinkwalter,,728-4288,,,,,FALSE,
Jorci Windows and Doors,1049 Landsdowne Ave,R2X 1S2,MB,Winnipeg,David Laudato,,632-6828,,,,,FALSE,1049 Landsdowne Ave
Jordan Brown,,,MB,,Jordan Brown,jordan@jacksonbuilders.ca,204-894-0670,2290328,,Jackson Builders,Jordan Brown,FALSE,
Jordan Correia,55 Madison Drive,R8N 2A8,MB,Thompson,Jordan Correia,jcorreia180@hotmail.com,679 7552,,,,,FALSE,55 Madison Drive
Jordan Creek Industries,355 - 1/2 Jordan St E,R0J 0T0,MB,,Cory Frederick James,,(204) 386-2811,1738418,,,,FALSE,355 - 1/2 Jordan St E
Jordan Froese Construction,49 Oakview Road,R5G 1H2,MB,Mitchell,Jordan Froese,jmcmfroese@gmail.com,770-3517,,,,,FALSE,49 Oakview Road
Jordan Gmiterek Construction,,,MB,,,,,,,,,FALSE,
Jordan Lanzellotti,,,MB,,Jordan Lanzellotti (Owner),officiallanzo@gmail.com,,2556389 (Unregistered Account),,Jet Set Window Cleaning,Jordan Lanzellotti,FALSE,
Jordan Lutz,47 Courageous Cove,R2C 4G1,MB,Winnipeg,Jordan Lutz,lutzjordan86@gmail.com,204.414.8919 cell: 204.997.6285,,,"Parallel Homes,Steendam Builders Ltd",,FALSE,47 Courageous Cove
Jordan Penner-Construction Team,,,MB,,,,,,,,,FALSE,
Jordan Wiebe Construction,,,MB,,,,,,,,,FALSE,
Jorey Electric Ltd,1375 Niakwa Road E Suite 6,R2J 3T3,MB,Winnipeg,Jodi Doerksen,jodi@joreyelectric.com,255-4842,776484,,,,FALSE,1375 Niakwa Road E Suite 6
Jormel Enterprises,,,MB,,Harvey Barkman (Owner),hlbarkman@oakdale.com,204-346-2201,1248681,,,"Harvey Barkman, Lorraine Barkman",FALSE,
Jory Trucking Ltd,1671 Hogan St,R9A 1L6,MB,The Pas,Tom Burke-Gaffney,,623-3543; cell 623-0897,0630731,,,,FALSE,1671 Hogan St
Joseph Douglas,,,MB,,,,,,,,,FALSE,
Joseph Henry Comeau Roofing,,,MB,,,,,,,,,FALSE,
Joseph Wolinsky Collegiate,437 Matheson Ave,R2W 0E1,MB,Winnipeg,,,,9910268,,,,FALSE,437 Matheson Ave
Josh Eaves,,,MB,,,,,,,,,FALSE,
Josh Goodman Industries,,,MB,,,,,,,,,FALSE,
Jostens Canada,1643 Dublin Ave,R3H 0Y3,MB,Winnipeg,Nicole Woroby,,783-1310,0588012,,,,FALSE,1643 Dublin Ave
Jounot Rentals Ltd.,141 Berrydale Ave,R2M 1M4,MB,Winnipeg,Bernie Jounot (Block Owner),,981-9554,1515535,,,Jounot Rentals Ltd.,FALSE,141 Berrydale Ave
Journey's End,925 Middleton Ave,R7A 5Y3,MB,Brandon,,,,1002096,,,,FALSE,925 Middleton Ave
Jowett Farms Corporation,,,MB,,,,,,,,,FALSE,
Joy Beauty Salon,1045 Main St,R3C 4H6,MB,Winnipeg,,,586-4664,9910246,,,,FALSE,1045 Main St
JP Furniture,,,MB,,,,,,,,,FALSE,
JP Roofing,,R2C 4P3,MB,Winnipeg,Jean Paul Hutlet,,,,,,,FALSE,
JPB Repair,,,MB,,,,,,,,,FALSE,
JPG's Construction,,R0K 0B0,MB,Baldur,J P Grardin,,204-535-2202,,,,,FALSE,
JP's Auto Body & Custom,,,MB,,Justin Pryor (Owner),owner@jpautobody.ca,204-825-2085,,,,,FALSE,
JPW Lath and Stucco,56 Chancery Bay,,MB,Winnipeg,Tim Weins,,294-2459,,,,,FALSE,56 Chancery Bay
JR Bearing & Power Ltd.,,,MB,,,,,,,,,FALSE,
JR Sewer & Water,,,MB,,,,,2339216,,,,FALSE,
J-Roc Construction,112 Giesbrecht St,R5G 2C4,MB,Steinbach,Jason Friesen,j_roc@shaw.ca,204-326-0234,1506955,,,,FALSE,112 Giesbrecht St
J-Roc Construction,112 Giesbrecht St,R5G 2C4,MB,Steinbach,Jason Friesen,j_roc@shaw.ca,204-326-0234,1506955,,,,FALSE,112 Giesbrecht St
JRoss Construction & Landscaping LTD,,,MB,,,,,151394,,,,FALSE,
JRoss Construction & Landscaping Ltd,,,MB,,,,,1515394,,,,FALSE,
JRS Industrial & Power Solutions,,,MB,,,,,2406502,,,,FALSE,
JRS Industrial & Power Solutions,,,MB,,,,,,,,,FALSE,
JS Contracting,,,MB,,Jamie Squires (Owner),jscontractinganddesigns@gmail.com or jcssons@hotmail.com,204-408-8961,,,,,FALSE,
J's Custom,,,MB,,John Klassen (Owner),jcssons@hotmail.couk OR ja_klassen@hotmail.com,,,,,,FALSE,
J's Xcavating & Trucking,,,MB,,,,,,,,,FALSE,
J-Sons Inc,1100 Industrial Drive,58501,,Bismarck,Dan White/Paul Meeks,,1-701-224-1164,1217207,,,,FALSE,1100 Industrial Drive
J-Sons Inc.,,,MB,,,,,,,,,FALSE,
J-Squared Ltd.,824 Talbot Ave,R2L 0S8,MB,Winnipeg,Jordan Brown,j2contracting@me.com,509.8683,,,"J2 Ltd,J2 Contracting",,FALSE,824 Talbot Ave
JTF Framing & Contracting,,R0E 0A0,MB,Anola,Justin Friesen,jtf_contracting@hotmail.com,899.7304,,,,,FALSE,
JTI Construction Inc,,,MB,,,jticonstruction@outlook.com,204-381-0663,2524908,,,,FALSE,
JTK Exterior Design,580 Springfield Road,,MB,Winnipeg,Tom Krajewski,jtkstucco@hotmail.com,204-9525747,,,,,FALSE,580 Springfield Road
JTK Protective Coatings,,,MB,,,,,,,,,FALSE,
JTL Industries Ltd.,,,MB,,Frank Siemens or Ron Routledge (Shop Foremen),,204-764-0964,,,,,FALSE,
JTM Plastering,221 Edward Ave W,R2C 2H7,MB,Winnipeg,Jim Turner,www.jtmplastering.com,204 999-3874,,,,,FALSE,221 Edward Ave W
JTZ Plumbing,650 Consol Ave,R2K 1T1,MB,Winnipeg,Jason Thorvaldson,launat@mts.net,996-0282,,,,,FALSE,650 Consol Ave
Judge Construction,156 Luxton Ave,R2W 0L9,MB,Winnipeg,Gary Judge,judgeconstruction@yahoo.com,955-7753,,,,,FALSE,156 Luxton Ave
Jugo Juice,,,MB,,,,,,,,,FALSE,
Jules Godard Forest Products Ltd,,R0E 1S0,MB,Richer,,,,9991000,,,,FALSE,
"Julian Bodek , Zofia Bodek",,,MB,,,,,1721950,,Mosaic Tile and More,"Julian Bodek , Zofia Bodek",FALSE,
Julian Ceramic Tile Inc.,885 Keewatin St Suite 10,R2X 0S7,MB,Winnipeg,Peter Gall - Manager,peter@juliantile.com,632-8453,,,,,FALSE,885 Keewatin St Suite 10
Juliana Manufacturing Ltd,355 Transport Road,R2C 2Z2,MB,Winnipeg,John Van Der Meullen,,668-9989,1403526,,,,FALSE,355 Transport Road
Julius Moving,292 Logan Ave,R3B 0K5,MB,Winnipeg,"Lisa Hart, Owner or Scott Nelson, Op Mgr",,774-9097,1375641,,,4470380 Manitoba Ltd,FALSE,292 Logan Ave
Jumbo Supreme Pizza,555 Balmoral St Suite 1,R3C 4B3,MB,Winnipeg,Harvinder Sethi,,982-6900,1124494,,,2785561 Manitoba Ltd,FALSE,555 Balmoral St Suite 1
Jumbo Video,5 Reenders Drive Suite 3,R2C 5K5,MB,Winnipeg,668-4336,,,,,,,FALSE,5 Reenders Drive Suite 3
Jumpstart Animal Technology Inc.,,,MB,,,,,2324994,,,,FALSE,
JUNC,,,MB,,,,,,,,,FALSE,
Junction RV,,R6W 4A5,MB,Winkler,Ed Martens,edmartens@agassizatrailers.com,362-2191,1399385,,Agassiz Trailers,,FALSE,
Junior's Restaurant,38 Optomist Way,R2Y 2J4,MB,Winnipeg,Hassan Zeid,,831-0187,0829549,,,Nabala Limited,FALSE,38 Optomist Way
